SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2018
50,3,7,22,41,Louisiana,Franklin Parish,20164
50,3,7,22,43,Louisiana,Grant Parish,22436
50,3,7,22,45,Louisiana,Iberia Parish,70905
50,3,7,22,47,Louisiana,Iberville Parish,32693
50,3,7,22,49,Louisiana,Jackson Parish,15912
50,3,7,22,51,Louisiana,Jefferson Parish,433884
50,3,7,22,53,Louisiana,Jefferson Davis Parish,31537
50,3,7,22,55,Louisiana,Lafayette Parish,243113
50,3,7,22,57,Louisiana,Lafourche Parish,97981
50,3,7,22,59,Louisiana,LaSalle Parish,14901
50,3,7,22,61,Louisiana,Lincoln Parish,47112
50,3,7,22,63,Louisiana,Livingston Parish,139394
50,3,7,22,65,Louisiana,Madison Parish,11196
50,3,7,22,67,Louisiana,Morehouse Parish,25324
50,3,7,22,69,Louisiana,Natchitoches Parish,38616
50,3,7,22,71,Louisiana,Orleans Parish,391004
50,3,7,22,73,Louisiana,Ouachita Parish,154571
50,3,7,22,75,Louisiana,Plaquemines Parish,23385
50,3,7,22,77,Louisiana,Pointe Coupee Parish,21879
50,3,7,22,79,Louisiana,Rapides Parish,130326
50,3,7,22,81,Louisiana,Red River Parish,8526
50,3,7,22,83,Louisiana,Richland Parish,20223
50,3,7,22,85,Louisiana,Sabine Parish,23901
50,3,7,22,87,Louisiana,St. Bernard Parish,46780
50,3,7,22,89,Louisiana,St. Charles Parish,52775
50,3,7,22,91,Louisiana,St. Helena Parish,10187
50,3,7,22,93,Louisiana,St. James Parish,21151
50,3,7,22,95,Louisiana,St. John the Baptist Parish,43119
50,3,7,22,97,Louisiana,St. Landry Parish,82782
50,3,7,22,99,Louisiana,St. Martin Parish,53562
50,3,7,22,101,Louisiana,St. Mary Parish,49841
50,3,7,22,103,Louisiana,St. Tammany Parish,258035
50,3,7,22,105,Louisiana,Tangipahoa Parish,133837
50,3,7,22,107,Louisiana,Tensas Parish,4470
50,3,7,22,109,Louisiana,Terrebonne Parish,111163
50,3,7,22,111,Louisiana,Union Parish,22243
50,3,7,22,113,Louisiana,Vermilion Parish,59886
50,3,7,22,115,Louisiana,Vernon Parish,48101
50,3,7,22,117,Louisiana,Washington Parish,46588
50,3,7,22,119,Louisiana,Webster Parish,38792
50,3,7,22,121,Louisiana,West Baton Rouge Parish,26400
50,3,7,22,123,Louisiana,West Carroll Parish,10977
50,3,7,22,125,Louisiana,West Feliciana Parish,15492
50,3,7,22,127,Louisiana,Winn Parish,14138
40,1,1,23,0,Maine,Maine,1339057
50,1,1,23,1,Maine,Androscoggin County,107914
50,1,1,23,3,Maine,Aroostook County,67318
50,1,1,23,5,Maine,Cumberland County,293673
50,1,1,23,7,Maine,Franklin County,29915
50,1,1,23,9,Maine,Hancock County,54734
50,1,1,23,11,Maine,Kennebec County,122044
50,1,1,23,13,Maine,Knox County,39717
50,1,1,23,15,Maine,Lincoln County,34399
50,1,1,23,17,Maine,Oxford County,57754
50,1,1,23,19,Maine,Penobscot County,151817
50,1,1,23,21,Maine,Piscataquis County,16746
50,1,1,23,23,Maine,Sagadahoc County,35690
50,1,1,23,25,Maine,Somerset County,50489
50,1,1,23,27,Maine,Waldo County,39657
50,1,1,23,29,Maine,Washington County,31321
50,1,1,23,31,Maine,York County,205869
40,3,5,24,0,Maryland,Maryland,6035802
50,3,5,24,1,Maryland,Allegany County,70941
50,3,5,24,3,Maryland,Anne Arundel County,575523
50,3,5,24,5,Maryland,Baltimore County,1430302
50,3,5,24,9,Maryland,Calvert County,92065
50,3,5,24,11,Maryland,Caroline County,33306
50,3,5,24,13,Maryland,Carroll County,168267
50,3,5,24,15,Maryland,Cecil County,102644
50,3,5,24,17,Maryland,Charles County,161476
50,3,5,24,19,Maryland,Dorchester County,31960
50,3,5,24,21,Maryland,Frederick County,254943
50,3,5,24,23,Maryland,Garrett County,29133
50,3,5,24,25,Maryland,Harford County,253882
50,3,5,24,27,Maryland,Howard County,322621
50,3,5,24,29,Maryland,Kent County,19434
50,3,5,24,31,Maryland,Montgomery County,1048478
50,3,5,24,33,Maryland,Prince George's County,909619
50,3,5,24,35,Maryland,Queen Anne's County,50148
50,3,5,24,37,Maryland,St. Mary's County,112720
50,3,5,24,39,Maryland,Somerset County,25606
50,3,5,24,41,Maryland,Talbot County,37074
50,3,5,24,43,Maryland,Washington County,150656
50,3,5,24,45,Maryland,Wicomico County,103044
50,3,5,24,47,Maryland,Worcester County,51960
40,1,1,25,0,Massachusetts,Massachusetts,6882635
50,1,1,25,1,Massachusetts,Barnstable County,213471
50,1,1,25,3,Massachusetts,Berkshire County,125901
50,1,1,25,5,Massachusetts,Bristol County,564092
50,1,1,25,7,Massachusetts,Dukes County,17329
50,1,1,25,9,Massachusetts,Essex County,788183
50,1,1,25,11,Massachusetts,Franklin County,70611
50,1,1,25,13,Massachusetts,Hampden County,468388
50,1,1,25,15,Massachusetts,Hampshire County,161139
50,1,1,25,17,Massachusetts,Middlesex County,1608470
50,1,1,25,19,Massachusetts,Nantucket County,11198
50,1,1,25,21,Massachusetts,Norfolk County,703230
50,1,1,25,23,Massachusetts,Plymouth County,518422
50,1,1,25,25,Massachusetts,Suffolk County,803147
50,1,1,25,27,Massachusetts,Worcester County,829054
40,2,3,26,0,Michigan,Michigan,9984072
50,2,3,26,1,Michigan,Alcona County,10360
50,2,3,26,3,Michigan,Alger County,9118
50,2,3,26,5,Michigan,Allegan County,117173
50,2,3,26,7,Michigan,Alpena County,28384
50,2,3,26,9,Michigan,Antrim County,23323
50,2,3,26,11,Michigan,Arenac County,15008
50,2,3,26,13,Michigan,Baraga County,8324
50,2,3,26,15,Michigan,Barry County,61231
50,2,3,26,17,Michigan,Bay County,103702
50,2,3,26,19,Michigan,Benzie County,17761
50,2,3,26,21,Michigan,Berrien County,153790
50,2,3,26,23,Michigan,Branch County,43566
50,2,3,26,25,Michigan,Calhoun County,134049
50,2,3,26,27,Michigan,Cass County,51725
50,2,3,26,29,Michigan,Charlevoix County,26187
50,2,3,26,31,Michigan,Cheboygan County,25504
50,2,3,26,33,Michigan,Chippewa County,37461
50,2,3,26,35,Michigan,Clare County,30735
50,2,3,26,37,Michigan,Clinton County,79219
50,2,3,26,39,Michigan,Crawford County,13905
50,2,3,26,41,Michigan,Delta County,35843
50,2,3,26,43,Michigan,Dickinson County,25371
50,2,3,26,45,Michigan,Eaton County,109710
50,2,3,26,47,Michigan,Emmet County,33225
50,2,3,26,49,Michigan,Genesee County,406688
50,2,3,26,51,Michigan,Gladwin County,25326
50,2,3,26,53,Michigan,Gogebic County,15116
50,2,3,26,55,Michigan,Grand Traverse County,92530
50,2,3,26,57,Michigan,Gratiot County,40602
50,2,3,26,59,Michigan,Hillsdale County,45702
50,2,3,26,61,Michigan,Houghton County,35943
50,2,3,26,63,Michigan,Huron County,31211
50,2,3,26,65,Michigan,Ingham County,291612
50,2,3,26,67,Michigan,Ionia County,64276
50,2,3,26,69,Michigan,Iosco County,25103
50,2,3,26,71,Michigan,Iron County,11104
50,2,3,26,73,Michigan,Isabella County,70463
50,2,3,26,75,Michigan,Jackson County,158566
50,2,3,26,77,Michigan,Kalamazoo County,264680
50,2,3,26,79,Michigan,Kalkaska County,17806
50,2,3,26,81,Michigan,Kent County,653350
50,2,3,26,83,Michigan,Keweenaw County,2090
50,2,3,26,85,Michigan,Lake County,11876
50,2,3,26,87,Michigan,Lapeer County,87921
50,2,3,26,89,Michigan,Leelanau County,21714
50,2,3,26,91,Michigan,Lenawee County,98141
50,2,3,26,93,Michigan,Livingston County,191190
50,2,3,26,95,Michigan,Luce County,6327
50,2,3,26,97,Michigan,Mackinac County,10781
50,2,3,26,99,Michigan,Macomb County,872795
50,2,3,26,101,Michigan,Manistee County,24455
50,2,3,26,103,Michigan,Marquette County,66381
50,2,3,26,105,Michigan,Mason County,29084
50,2,3,26,107,Michigan,Mecosta County,43400
50,2,3,26,109,Michigan,Menominee County,22927
50,2,3,26,111,Michigan,Midland County,83223
50,2,3,26,113,Michigan,Missaukee County,15101
50,2,3,26,115,Michigan,Monroe County,150174
50,2,3,26,117,Michigan,Montcalm County,63936
50,2,3,26,119,Michigan,Montmorency County,9275
50,2,3,26,121,Michigan,Muskegon County,173599
50,2,3,26,123,Michigan,Newaygo County,48839
50,2,3,26,125,Michigan,Oakland County,1256694
50,2,3,26,127,Michigan,Oceana County,26555
50,2,3,26,129,Michigan,Ogemaw County,20882
50,2,3,26,131,Michigan,Ontonagon County,5801
50,2,3,26,133,Michigan,Osceola County,23377
50,2,3,26,135,Michigan,Oscoda County,8224
50,2,3,26,137,Michigan,Otsego County,24641
50,2,3,26,139,Michigan,Ottawa County,289808
50,2,3,26,141,Michigan,Presque Isle County,12698
50,2,3,26,143,Michigan,Roscommon County,23812
50,2,3,26,145,Michigan,Saginaw County,190791
50,2,3,26,147,Michigan,St. Clair County,159031
50,2,3,26,149,Michigan,St. Joseph County,60912
50,2,3,26,151,Michigan,Sanilac County,41192
50,2,3,26,153,Michigan,Schoolcraft County,8044
50,2,3,26,155,Michigan,Shiawassee County,68133
50,2,3,26,157,Michigan,Tuscola County,52633
50,2,3,26,159,Michigan,Van Buren County,75481
50,2,3,26,161,Michigan,Washtenaw County,369483
50,2,3,26,163,Michigan,Wayne County,1754453
50,2,3,26,165,Michigan,Wexford County,33446
40,2,4,27,0,Minnesota,Minnesota,5606249
50,2,4,27,1,Minnesota,Aitkin County,15887
50,2,4,27,3,Minnesota,Anoka County,353441
50,2,4,27,5,Minnesota,Becker County,34389
50,2,4,27,7,Minnesota,Beltrami County,46735
50,2,4,27,9,Minnesota,Benton County,40510
50,2,4,27,11,Minnesota,Big Stone County,4990
50,2,4,27,13,Minnesota,Blue Earth County,67378
50,2,4,27,15,Minnesota,Brown County,25125
50,2,4,27,17,Minnesota,Carlton County,35822
50,2,4,27,19,Minnesota,Carver County,103533
50,2,4,27,21,Minnesota,Cass County,29511
50,2,4,27,23,Minnesota,Chippewa County,11901
50,2,4,27,25,Minnesota,Chisago County,55972
50,2,4,27,27,Minnesota,Clay County,64017
50,2,4,27,29,Minnesota,Clearwater County,8815
50,2,4,27,31,Minnesota,Cook County,5425
50,2,4,27,33,Minnesota,Cottonwood County,11259
50,2,4,27,35,Minnesota,Crow Wing County,64794
50,2,4,27,37,Minnesota,Dakota County,425040
50,2,4,27,39,Minnesota,Dodge County,20767
50,2,4,27,41,Minnesota,Douglas County,37960
50,2,4,27,43,Minnesota,Faribault County,13736
50,2,4,27,45,Minnesota,Fillmore County,21044
50,2,4,27,47,Minnesota,Freeborn County,30480
50,2,4,27,49,Minnesota,Goodhue County,46299
50,2,4,27,51,Minnesota,Grant County,5989
50,2,4,27,53,Minnesota,Hennepin County,1257925
50,2,4,27,55,Minnesota,Houston County,18572
50,2,4,27,57,Minnesota,Hubbard County,21291
50,2,4,27,59,Minnesota,Isanti County,39950
50,2,4,27,61,Minnesota,Itasca County,45051
50,2,4,27,63,Minnesota,Jackson County,9895
50,2,4,27,65,Minnesota,Kanabec County,16246
50,2,4,27,67,Minnesota,Kandiyohi County,42910
50,2,4,27,69,Minnesota,Kittson County,4268
50,2,4,27,71,Minnesota,Koochiching County,12431
50,2,4,27,73,Minnesota,Lac qui Parle County,6664
50,2,4,27,75,Minnesota,Lake County,10610
50,2,4,27,77,Minnesota,Lake of the Woods County,3737
50,2,4,27,79,Minnesota,Le Sueur County,28588
50,2,4,27,81,Minnesota,Lincoln County,5668
50,2,4,27,83,Minnesota,Lyon County,25583
50,2,4,27,85,Minnesota,McLeod County,35827
50,2,4,27,87,Minnesota,Mahnomen County,5497
50,2,4,27,89,Minnesota,Marshall County,9383
50,2,4,27,91,Minnesota,Martin County,19772
50,2,4,27,93,Minnesota,Meeker County,23145
50,2,4,27,95,Minnesota,Mille Lacs County,26100
50,2,4,27,97,Minnesota,Morrison County,33158
50,2,4,27,99,Minnesota,Mower County,40142
50,2,4,27,101,Minnesota,Murray County,8254
50,2,4,27,103,Minnesota,Nicollet County,34199
50,2,4,27,105,Minnesota,Nobles County,21744
50,2,4,27,107,Minnesota,Norman County,6479
50,2,4,27,109,Minnesota,Olmsted County,156358
50,2,4,27,111,Minnesota,Otter Tail County,58670
50,2,4,27,113,Minnesota,Pennington County,14173
50,2,4,27,115,Minnesota,Pine County,29468
50,2,4,27,117,Minnesota,Pipestone County,9127
50,2,4,27,119,Minnesota,Polk County,31411
50,2,4,27,121,Minnesota,Pope County,11095
50,2,4,27,123,Minnesota,Ramsey County,548872
50,2,4,27,125,Minnesota,Red Lake County,3992
50,2,4,27,127,Minnesota,Redwood County,15252
50,2,4,27,129,Minnesota,Renville County,14609
50,2,4,27,131,Minnesota,Rice County,66566
50,2,4,27,133,Minnesota,Rock County,9401
50,2,4,27,135,Minnesota,Roseau County,15158
50,2,4,27,137,Minnesota,St. Louis County,199685
50,2,4,27,139,Minnesota,Scott County,147191
50,2,4,27,141,Minnesota,Sherburne County,95957
50,2,4,27,143,Minnesota,Sibley County,14997
50,2,4,27,145,Minnesota,Stearns County,159656
50,2,4,27,147,Minnesota,Steele County,36738
50,2,4,27,149,Minnesota,Stevens County,9752
50,2,4,27,151,Minnesota,Swift County,9323
50,2,4,27,153,Minnesota,Todd County,24570
50,2,4,27,155,Minnesota,Traverse County,3291
50,2,4,27,157,Minnesota,Wabasha County,21645
50,2,4,27,159,Minnesota,Wadena County,13723
50,2,4,27,161,Minnesota,Waseca County,18664
50,2,4,27,163,Minnesota,Washington County,258899
50,2,4,27,165,Minnesota,Watonwan County,11007
50,2,4,27,167,Minnesota,Wilkin County,6244
50,2,4,27,169,Minnesota,Winona County,50735
50,2,4,27,171,Minnesota,Wright County,136313
50,2,4,27,173,Minnesota,Yellow Medicine County,9799
40,3,6,28,0,Mississippi,Mississippi,2981020
50,3,6,28,1,Mississippi,Adams County,31044
50,3,6,28,3,Mississippi,Alcorn County,36810
50,3,6,28,5,Mississippi,Amite County,12327
50,3,6,28,7,Mississippi,Attala County,18328
50,3,6,28,9,Mississippi,Benton County,8243
50,3,6,28,11,Mississippi,Bolivar County,31115
50,3,6,28,13,Mississippi,Calhoun County,14432
50,3,6,28,15,Mississippi,Carroll County,9920
50,3,6,28,17,Mississippi,Chickasaw County,17100
50,3,6,28,19,Mississippi,Choctaw County,8265
50,3,6,28,21,Mississippi,Claiborne County,9072
50,3,6,28,23,Mississippi,Clarke County,15585
50,3,6,28,25,Mississippi,Clay County,19404
50,3,6,28,27,Mississippi,Coahoma County,22605
50,3,6,28,29,Mississippi,Copiah County,28400
50,3,6,28,31,Mississippi,Covington County,18825
50,3,6,28,33,Mississippi,DeSoto County,181932
50,3,6,28,35,Mississippi,Forrest County,74912
50,3,6,28,37,Mississippi,Franklin County,7758
50,3,6,28,39,Mississippi,George County,24110
50,3,6,28,41,Mississippi,Greene County,13996
50,3,6,28,43,Mississippi,Grenada County,20984
50,3,6,28,45,Mississippi,Hancock County,47278
50,3,6,28,47,Mississippi,Harrison County,206284
50,3,6,28,49,Mississippi,Hinds County,235824
50,3,6,28,51,Mississippi,Holmes County,17444
50,3,6,28,53,Mississippi,Humphreys County,8256
50,3,6,28,55,Mississippi,Issaquena County,1307
50,3,6,28,57,Mississippi,Itawamba County,23461
50,3,6,28,59,Mississippi,Jackson County,143127
50,3,6,28,61,Mississippi,Jasper County,16425
50,3,6,28,63,Mississippi,Jefferson County,7093
50,3,6,28,65,Mississippi,Jefferson Davis County,11215
50,3,6,28,67,Mississippi,Jones County,68196
50,3,6,28,69,Mississippi,Kemper County,9733
50,3,6,28,71,Mississippi,Lafayette County,53542
50,3,6,28,73,Mississippi,Lamar County,62637
50,3,6,28,75,Mississippi,Lauderdale County,75238
50,3,6,28,77,Mississippi,Lawrence County,12448
50,3,6,28,79,Mississippi,Leake County,22791
50,3,6,28,81,Mississippi,Lee County,85276
50,3,6,28,83,Mississippi,Leflore County,28616
50,3,6,28,85,Mississippi,Lincoln County,34210
50,3,6,28,87,Mississippi,Lowndes County,58760
50,3,6,28,89,Mississippi,Madison County,105648
50,3,6,28,91,Mississippi,Marion County,24752
50,3,6,28,93,Mississippi,Marshall County,35436
50,3,6,28,95,Mississippi,Monroe County,35543
50,3,6,28,97,Mississippi,Montgomery County,9994
50,3,6,28,99,Mississippi,Neshoba County,29151
50,3,6,28,101,Mississippi,Newton County,21355
50,3,6,28,103,Mississippi,Noxubee County,10550
50,3,6,28,105,Mississippi,Oktibbeha County,49249
50,3,6,28,107,Mississippi,Panola County,34156
50,3,6,28,109,Mississippi,Pearl River County,55323
50,3,6,28,111,Mississippi,Perry County,11918
50,3,6,28,113,Mississippi,Pike County,39380
50,3,6,28,115,Mississippi,Pontotoc County,31881
50,3,6,28,117,Mississippi,Prentiss County,25088
50,3,6,28,119,Mississippi,Quitman County,7055
50,3,6,28,121,Mississippi,Rankin County,154250
50,3,6,28,123,Mississippi,Scott County,28319
50,3,6,28,125,Mississippi,Sharkey County,4375
50,3,6,28,127,Mississippi,Simpson County,26717
50,3,6,28,129,Mississippi,Smith County,16029
50,3,6,28,131,Mississippi,Stone County,17997
50,3,6,28,133,Mississippi,Sunflower County,26211
50,3,6,28,135,Mississippi,Tallahatchie County,13961
50,3,6,28,137,Mississippi,Tate County,28347
50,3,6,28,139,Mississippi,Tippah County,22039
50,3,6,28,141,Mississippi,Tishomingo County,19383
50,3,6,28,143,Mississippi,Tunica County,9922
50,3,6,28,145,Mississippi,Union County,28615
50,3,6,28,147,Mississippi,Walthall County,14436
50,3,6,28,149,Mississippi,Warren County,46093
50,3,6,28,151,Mississippi,Washington County,45036
50,3,6,28,153,Mississippi,Wayne County,20296
50,3,6,28,155,Mississippi,Webster County,9788
50,3,6,28,157,Mississippi,Wilkinson County,8781
50,3,6,28,159,Mississippi,Winston County,18164
50,3,6,28,161,Mississippi,Yalobusha County,12361
50,3,6,28,163,Mississippi,Yazoo County,29093
40,2,4,29,0,Missouri,Missouri,6121623
50,2,4,29,1,Missouri,Adair County,25476
50,2,4,29,3,Missouri,Andrew County,17662
50,2,4,29,5,Missouri,Atchison County,5183
50,2,4,29,7,Missouri,Audrain County,25423
50,2,4,29,9,Missouri,Barry County,35712
50,2,4,29,11,Missouri,Barton County,11790
50,2,4,29,13,Missouri,Bates County,16304
50,2,4,29,15,Missouri,Benton County,19297
50,2,4,29,17,Missouri,Bollinger County,12189
50,2,4,29,19,Missouri,Boone County,179061
50,2,4,29,21,Missouri,Buchanan County,88163
50,2,4,29,23,Missouri,Butler County,42587
50,2,4,29,25,Missouri,Caldwell County,9071
50,2,4,29,27,Missouri,Callaway County,44954
50,2,4,29,29,Missouri,Camden County,45913
50,2,4,29,31,Missouri,Cape Girardeau County,78638
50,2,4,29,33,Missouri,Carroll County,8726
50,2,4,29,35,Missouri,Carter County,6083
50,2,4,29,37,Missouri,Cass County,104769
50,2,4,29,39,Missouri,Cedar County,14136
50,2,4,29,41,Missouri,Chariton County,7457
50,2,4,29,43,Missouri,Christian County,87044
50,2,4,29,45,Missouri,Clark County,6833
50,2,4,29,47,Missouri,Clay County,246360
50,2,4,29,49,Missouri,Clinton County,20435
50,2,4,29,51,Missouri,Cole County,76720
50,2,4,29,53,Missouri,Cooper County,17626
50,2,4,29,55,Missouri,Crawford County,23968
50,2,4,29,57,Missouri,Dade County,7564
50,2,4,29,59,Missouri,Dallas County,16782
50,2,4,29,61,Missouri,Daviess County,8334
50,2,4,29,63,Missouri,DeKalb County,12515
50,2,4,29,65,Missouri,Dent County,15547
50,2,4,29,67,Missouri,Douglas County,13359
50,2,4,29,69,Missouri,Dunklin County,29478
50,2,4,29,71,Missouri,Franklin County,103716
50,2,4,29,73,Missouri,Gasconade County,14680
50,2,4,29,75,Missouri,Gentry County,6598
50,2,4,29,77,Missouri,Greene County,291054
50,2,4,29,79,Missouri,Grundy County,9975
50,2,4,29,81,Missouri,Harrison County,8394
50,2,4,29,83,Missouri,Henry County,21808
50,2,4,29,85,Missouri,Hickory County,9458
50,2,4,29,87,Missouri,Holt County,4412
50,2,4,29,89,Missouri,Howard County,10059
50,2,4,29,91,Missouri,Howell County,40126
50,2,4,29,93,Missouri,Iron County,10187
50,2,4,29,95,Missouri,Jackson County,700784
50,2,4,29,97,Missouri,Jasper County,120455
50,2,4,29,99,Missouri,Jefferson County,224410
50,2,4,29,101,Missouri,Johnson County,53621
50,2,4,29,103,Missouri,Knox County,3965
50,2,4,29,105,Missouri,Laclede County,35596
50,2,4,29,107,Missouri,Lafayette County,32542
50,2,4,29,109,Missouri,Lawrence County,38264
50,2,4,29,111,Missouri,Lewis County,9839
50,2,4,29,113,Missouri,Lincoln County,57613
50,2,4,29,115,Missouri,Linn County,12039
50,2,4,29,117,Missouri,Livingston County,15181
50,2,4,29,119,Missouri,McDonald County,22963
50,2,4,29,121,Missouri,Macon County,15167
50,2,4,29,123,Missouri,Madison County,12188
50,2,4,29,125,Missouri,Maries County,8770
50,2,4,29,127,Missouri,Marion County,28540
50,2,4,29,129,Missouri,Mercer County,3626
50,2,4,29,131,Missouri,Miller County,25315
50,2,4,29,133,Missouri,Mississippi County,13394
50,2,4,29,135,Missouri,Moniteau County,16186
50,2,4,29,137,Missouri,Monroe County,8636
50,2,4,29,139,Missouri,Montgomery County,11488
50,2,4,29,141,Missouri,Morgan County,20414
50,2,4,29,143,Missouri,New Madrid County,17272
50,2,4,29,145,Missouri,Newton County,58158
50,2,4,29,147,Missouri,Nodaway County,22223
50,2,4,29,149,Missouri,Oregon County,10558
50,2,4,29,151,Missouri,Osage County,13652
50,2,4,29,153,Missouri,Ozark County,9070
50,2,4,29,155,Missouri,Pemiscot County,16256
50,2,4,29,157,Missouri,Perry County,19274
50,2,4,29,159,Missouri,Pettis County,42441
50,2,4,29,161,Missouri,Phelps County,44551
50,2,4,29,163,Missouri,Pike County,18502
50,2,4,29,165,Missouri,Platte County,102764
50,2,4,29,167,Missouri,Polk County,32214
50,2,4,29,169,Missouri,Pulaski County,51997
50,2,4,29,171,Missouri,Putnam County,4748
50,2,4,29,173,Missouri,Ralls County,10234
50,2,4,29,175,Missouri,Randolph County,24732
50,2,4,29,177,Missouri,Ray County,22945
50,2,4,29,179,Missouri,Reynolds County,6282
50,2,4,29,181,Missouri,Ripley County,13420
50,2,4,29,183,Missouri,St. Charles County,398780
50,2,4,29,185,Missouri,St. Clair County,9389
50,2,4,29,186,Missouri,Ste. Genevieve County,17877
50,2,4,29,187,Missouri,St. Francois County,66737
50,2,4,29,189,Missouri,St. Louis County,1298638
50,2,4,29,195,Missouri,Saline County,22890
50,2,4,29,197,Missouri,Schuyler County,4594
50,2,4,29,199,Missouri,Scotland County,4938
50,2,4,29,201,Missouri,Scott County,38541
50,2,4,29,203,Missouri,Shannon County,8189
50,2,4,29,205,Missouri,Shelby County,5997
50,2,4,29,207,Missouri,Stoddard County,29264
50,2,4,29,209,Missouri,Stone County,31701
50,2,4,29,211,Missouri,Sullivan County,6233
50,2,4,29,213,Missouri,Taney County,55719
50,2,4,29,215,Missouri,Texas County,25506
50,2,4,29,217,Missouri,Vernon County,20492
50,2,4,29,219,Missouri,Warren County,34766
50,2,4,29,221,Missouri,Washington County,24933
50,2,4,29,223,Missouri,Wayne County,13132
50,2,4,29,225,Missouri,Webster County,39179
50,2,4,29,227,Missouri,Worth County,2026
50,2,4,29,229,Missouri,Wright County,18187
40,4,8,30,0,Montana,Montana,1060665
50,4,8,30,1,Montana,Beaverhead County,9412
50,4,8,30,3,Montana,Big Horn County,13365
50,4,8,30,5,Montana,Blaine County,6774
50,4,8,30,7,Montana,Broadwater County,6072
50,4,8,30,9,Montana,Carbon County,10691
50,4,8,30,11,Montana,Carter County,1230
50,4,8,30,13,Montana,Cascade County,81688
50,4,8,30,15,Montana,Chouteau County,5740
50,4,8,30,17,Montana,Custer County,11592
50,4,8,30,19,Montana,Daniels County,1729
50,4,8,30,21,Montana,Dawson County,8680
50,4,8,30,23,Montana,Deer Lodge County,9129
50,4,8,30,25,Montana,Fallon County,2912
50,4,8,30,27,Montana,Fergus County,11117
50,4,8,30,29,Montana,Flathead County,102017
50,4,8,30,31,Montana,Gallatin County,111682
50,4,8,30,33,Montana,Garfield County,1257
50,4,8,30,35,Montana,Glacier County,13828
50,4,8,30,37,Montana,Golden Valley County,822
50,4,8,30,39,Montana,Granite County,3371
50,4,8,30,41,Montana,Hill County,16342
50,4,8,30,43,Montana,Jefferson County,12094
50,4,8,30,45,Montana,Judith Basin County,1946
50,4,8,30,47,Montana,Lake County,30220
50,4,8,30,49,Montana,Lewis and Clark County,68622
50,4,8,30,51,Montana,Liberty County,2416
50,4,8,30,53,Montana,Lincoln County,19797
50,4,8,30,55,Montana,McCone County,1669
50,4,8,30,57,Montana,Madison County,8530
50,4,8,30,59,Montana,Meagher County,1857
50,4,8,30,61,Montana,Mineral County,4307
50,4,8,30,63,Montana,Missoula County,118640
50,4,8,30,65,Montana,Musselshell County,4632
50,4,8,30,67,Montana,Park County,16648
50,4,8,30,69,Montana,Petroleum County,512
50,4,8,30,71,Montana,Phillips County,4060
50,4,8,30,73,Montana,Pondera County,5960
50,4,8,30,75,Montana,Powder River County,1720
50,4,8,30,77,Montana,Powell County,6953
50,4,8,30,79,Montana,Prairie County,1070
50,4,8,30,81,Montana,Ravalli County,43166
50,4,8,30,83,Montana,Richland County,10855
50,4,8,30,85,Montana,Roosevelt County,11069
50,4,8,30,87,Montana,Rosebud County,9040
50,4,8,30,89,Montana,Sanders County,11847
50,4,8,30,91,Montana,Sheridan County,3386
50,4,8,30,93,Montana,Silver Bow County,34739
50,4,8,30,95,Montana,Stillwater County,9483
50,4,8,30,97,Montana,Sweet Grass County,3703
50,4,8,30,99,Montana,Teton County,6117
50,4,8,30,101,Montana,Toole County,4835
50,4,8,30,103,Montana,Treasure County,673
50,4,8,30,105,Montana,Valley County,7406
50,4,8,30,107,Montana,Wheatland County,2184
50,4,8,30,109,Montana,Wibaux County,1030
50,4,8,30,111,Montana,Yellowstone County,160029
40,2,4,31,0,Nebraska,Nebraska,1925614
50,2,4,31,1,Nebraska,Adams County,31514
50,2,4,31,3,Nebraska,Antelope County,6308
50,2,4,31,5,Nebraska,Arthur County,462
50,2,4,31,7,Nebraska,Banner County,725
50,2,4,31,9,Nebraska,Blaine County,480
50,2,4,31,11,Nebraska,Boone County,5241
50,2,4,31,13,Nebraska,Box Butte County,10733
50,2,4,31,15,Nebraska,Boyd County,1950
50,2,4,31,17,Nebraska,Brown County,2967
50,2,4,31,19,Nebraska,Buffalo County,49352
50,2,4,31,21,Nebraska,Burt County,6486
50,2,4,31,23,Nebraska,Butler County,8043
50,2,4,31,25,Nebraska,Cass County,26189
50,2,4,31,27,Nebraska,Cedar County,8453
50,2,4,31,29,Nebraska,Chase County,3937
50,2,4,31,31,Nebraska,Cherry County,5763
50,2,4,31,33,Nebraska,Cheyenne County,9282
50,2,4,31,35,Nebraska,Clay County,6202
50,2,4,31,37,Nebraska,Colfax County,10734
50,2,4,31,39,Nebraska,Cuming County,8935
50,2,4,31,41,Nebraska,Custer County,10830
50,2,4,31,43,Nebraska,Dakota County,20002
50,2,4,31,45,Nebraska,Dawes County,8705
50,2,4,31,47,Nebraska,Dawson County,23744
50,2,4,31,49,Nebraska,Deuel County,1821
50,2,4,31,51,Nebraska,Dixon County,5700
50,2,4,31,53,Nebraska,Dodge County,36725
50,2,4,31,55,Nebraska,Douglas County,566391
50,2,4,31,57,Nebraska,Dundy County,1764
50,2,4,31,59,Nebraska,Fillmore County,5535
50,2,4,31,61,Nebraska,Franklin County,3013
50,2,4,31,63,Nebraska,Frontier County,2600
50,2,4,31,65,Nebraska,Furnas County,4701
50,2,4,31,67,Nebraska,Gage County,21495
